name,timestamp,value,labels
cadvisor_version_info,1600250193.928,1,"['65fa5b44', 'v0.37.0', '19.03.12', 'cadvisor:8080', 'cadvisor', '4.15.0-112-generic', 'Alpine Linux v3.12']"
classes,1600250194.609,8538,"['carts:80', 'cart']"
classes,1600250194.564,8622,"['orders:80', 'orders']"
classes,1600250194.756,7831,"['shipping:80', 'shipping']"
classes_loaded,1600250194.609,8538,"['carts:80', 'cart']"
classes_loaded,1600250194.564,8679,"['orders:80', 'orders']"
classes_loaded,1600250194.756,7831,"['shipping:80', 'shipping']"
classes_unloaded,1600250194.609,0,"['carts:80', 'cart']"
classes_unloaded,1600250194.564,57,"['orders:80', 'orders']"
classes_unloaded,1600250194.756,0,"['shipping:80', 'shipping']"
container_cpu_load_average_10s,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_load_average_10s,1600250193.928,0,"['e5375e0b87226668c25817dd8b887b69f059dd90e9d30962deb8e0990fe87e24', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'kibana', '1.27.0', '/docker/5f693cfb9b09d64fe726ac8446b86b6a7acb8cb81798eaaac45367c13b57e329', 'kibana:5', 'cadvisor:8080', 'cadvisor', 'microservices_kibana_1']"
container_cpu_load_average_10s,1600250193.913,0,"['', '', '', '', '', '', '', '', '/', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_load_average_10s,1600250193.934,0,"['', '', '', '', '', '', '', '', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_system_seconds_total,1600250193.98,1060.87,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_system_seconds_total,1600250193.928,172.25,"['e5375e0b87226668c25817dd8b887b69f059dd90e9d30962deb8e0990fe87e24', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'kibana', '1.27.0', '/docker/5f693cfb9b09d64fe726ac8446b86b6a7acb8cb81798eaaac45367c13b57e329', 'kibana:5', 'cadvisor:8080', 'cadvisor', 'microservices_kibana_1']"
container_cpu_system_seconds_total,1600250193.913,71083.18,"['', '', '', '', '', '', '', '', '/', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_system_seconds_total,1600250193.934,10.71,"['', '', '', '', '', '', '', '', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_usage_seconds_total,1600250193.98,753.319378221,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', 'cpu00', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_usage_seconds_total,1600250193.98,532.064670987,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', 'cpu01', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_usage_seconds_total,1600250193.98,522.645073639,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', 'cpu02', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_usage_seconds_total,1600250193.98,528.269936797,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', 'cpu03', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_usage_seconds_total,1600250193.98,553.880967041,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', 'cpu04', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_usage_seconds_total,1600250193.98,515.559965116,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', 'cpu05', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_usage_seconds_total,1600250193.98,503.587929751,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', 'cpu06', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_usage_seconds_total,1600250193.98,504.726343119,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', 'cpu07', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_usage_seconds_total,1600250193.928,175.054314604,"['e5375e0b87226668c25817dd8b887b69f059dd90e9d30962deb8e0990fe87e24', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'kibana', '1.27.0', 'cpu00', '/docker/5f693cfb9b09d64fe726ac8446b86b6a7acb8cb81798eaaac45367c13b57e329', 'kibana:5', 'cadvisor:8080', 'cadvisor', 'microservices_kibana_1']"
container_cpu_usage_seconds_total,1600250193.928,174.153759087,"['e5375e0b87226668c25817dd8b887b69f059dd90e9d30962deb8e0990fe87e24', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'kibana', '1.27.0', 'cpu01', '/docker/5f693cfb9b09d64fe726ac8446b86b6a7acb8cb81798eaaac45367c13b57e329', 'kibana:5', 'cadvisor:8080', 'cadvisor', 'microservices_kibana_1']"
container_cpu_usage_seconds_total,1600250193.928,170.80541408,"['e5375e0b87226668c25817dd8b887b69f059dd90e9d30962deb8e0990fe87e24', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'kibana', '1.27.0', 'cpu02', '/docker/5f693cfb9b09d64fe726ac8446b86b6a7acb8cb81798eaaac45367c13b57e329', 'kibana:5', 'cadvisor:8080', 'cadvisor', 'microservices_kibana_1']"
container_cpu_usage_seconds_total,1600250193.928,172.935428549,"['e5375e0b87226668c25817dd8b887b69f059dd90e9d30962deb8e0990fe87e24', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'kibana', '1.27.0', 'cpu03', '/docker/5f693cfb9b09d64fe726ac8446b86b6a7acb8cb81798eaaac45367c13b57e329', 'kibana:5', 'cadvisor:8080', 'cadvisor', 'microservices_kibana_1']"
container_cpu_usage_seconds_total,1600250193.928,172.741603451,"['e5375e0b87226668c25817dd8b887b69f059dd90e9d30962deb8e0990fe87e24', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'kibana', '1.27.0', 'cpu04', '/docker/5f693cfb9b09d64fe726ac8446b86b6a7acb8cb81798eaaac45367c13b57e329', 'kibana:5', 'cadvisor:8080', 'cadvisor', 'microservices_kibana_1']"
container_cpu_usage_seconds_total,1600250193.928,175.204698061,"['e5375e0b87226668c25817dd8b887b69f059dd90e9d30962deb8e0990fe87e24', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'kibana', '1.27.0', 'cpu05', '/docker/5f693cfb9b09d64fe726ac8446b86b6a7acb8cb81798eaaac45367c13b57e329', 'kibana:5', 'cadvisor:8080', 'cadvisor', 'microservices_kibana_1']"
container_cpu_usage_seconds_total,1600250193.928,175.344845186,"['e5375e0b87226668c25817dd8b887b69f059dd90e9d30962deb8e0990fe87e24', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'kibana', '1.27.0', 'cpu06', '/docker/5f693cfb9b09d64fe726ac8446b86b6a7acb8cb81798eaaac45367c13b57e329', 'kibana:5', 'cadvisor:8080', 'cadvisor', 'microservices_kibana_1']"
container_cpu_usage_seconds_total,1600250193.928,172.553242313,"['e5375e0b87226668c25817dd8b887b69f059dd90e9d30962deb8e0990fe87e24', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'kibana', '1.27.0', 'cpu07', '/docker/5f693cfb9b09d64fe726ac8446b86b6a7acb8cb81798eaaac45367c13b57e329', 'kibana:5', 'cadvisor:8080', 'cadvisor', 'microservices_kibana_1']"
container_cpu_usage_seconds_total,1600250193.934,2.517594747,"['', '', '', '', '', '', '', '', 'cpu00', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_usage_seconds_total,1600250193.934,2.334888254,"['', '', '', '', '', '', '', '', 'cpu01', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_usage_seconds_total,1600250193.934,2.075239681,"['', '', '', '', '', '', '', '', 'cpu02', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_usage_seconds_total,1600250193.934,2.155025019,"['', '', '', '', '', '', '', '', 'cpu03', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_usage_seconds_total,1600250193.934,2.151988248,"['', '', '', '', '', '', '', '', 'cpu04', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_usage_seconds_total,1600250193.934,2.344280475,"['', '', '', '', '', '', '', '', 'cpu05', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_usage_seconds_total,1600250193.934,7.14354239,"['', '', '', '', '', '', '', '', 'cpu06', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_usage_seconds_total,1600250193.934,2.619080004,"['', '', '', '', '', '', '', '', 'cpu07', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_cpu_user_seconds_total,1600250193.98,2410.66,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_cpu_user_seconds_total,1600250193.934,7.58,"['', '', '', '', '', '', '', '', '/system.slice/systemd-networkd.service', '', 'cadvisor:8080', 'cadvisor', '']"
container_fs_inodes_free,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda2', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_inodes_total,1600250193.98,1,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda2', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_io_current,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_io_current,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda2', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_io_time_seconds_total,1600250193.98,0.085050646,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_io_time_seconds_total,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda2', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_io_time_weighted_seconds_total,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda2', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_limit_bytes,1600250193.98,976493219840,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda2', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_read_seconds_total,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_read_seconds_total,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda2', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_reads_bytes_total,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_reads_merged_total,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_reads_merged_total,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda2', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_reads_total,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_fs_reads_total,1600250193.98,0,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '/dev/sda2', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_last_seen,1600250194.022,1600250194,"['0219f43d85858c07445e90b4286faf333f6e58793069d041a56c62c271534148', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'carts', '1.27.0', '', '2017-03-16T14:35:03+0000', 'REST API for Cart service', '', '', 'Socks Shop: Cart', '1.0', 'https://github.com/microservices-demo/carts', 'd0a55c9f483269034ab9f2473c1a738b2d7d422b', 'github.com:microservices-demo/carts.git', 'Weaveworks', '0.0.2-SNAPSHOT', '/docker/c52ac3af29305da745df7a77066ff02974f8d52b4a09cee2f1d60ada663298d0', 'microservices_carts', 'cadvisor:8080', 'cadvisor', 'microservices_carts_1']"
container_last_seen,1600250194.075,1600250194,"['08b4ad8729ed7f4426d72f27a90b651a47019d3ab310c0a872d5362e566650a2', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'elasticsearch', '1.27.0', '', '', '', '', '', '', '', '', '', '', '', '', '/docker/dc23ad44b7559fee4673f01fc1d3cf8aad0ab0cc8f7a1048abc84da90ee81da8', 'elasticsearch:5', 'cadvisor:8080', 'cadvisor', 'microservices_elasticsearch_1']"
container_last_seen,1600250194.027,1600250194,"['09a46ab36cdb4cd7f1fd2956908fd5b4c3ce6a228b531164e21cdd1f041f6159', '1', 'False', 'monitoring', 'monitoring/docker-compose.yml', '/home/petar/microservices-test/monitoring', 'alertmanager', '1.27.0', 'The Prometheus Authors <prometheus-developers@googlegroups.com>', '', '', '', 'monitoring', '', '', '', '', '', '', '', '/docker/7b0523e1038980bbd966fb589efc4eec7bfc21f9958a8aa9dae80bfa4097e129', 'prom/alertmanager:v0.21.0', 'cadvisor:8080', 'cadvisor', 'alertmanager']"
container_last_seen,1600250194.039,1600250194,"['0df8beef58792b1727b8e9a0f490b1195daf399d0ee62dcc8471868dfa88ca32', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'user-sim', '1.27.0', '', '', '', '', '', '', '', '', '', '', '', '', '/docker/471f02c314132ba5b3ad9a8fc016d867bc0dc34b9cf3b218094f5fa30cdd95ef', 'microservices_user-sim', 'cadvisor:8080', 'cadvisor', 'microservices_user-sim_1']"
container_last_seen,1600250194.009,1600250194,"['270413dfaada05988d2926be6ee67d21853f2cc9c45900deb463f01ebcfe2989', '1', 'False', 'monitoring', 'monitoring/docker-compose.yml', '/home/petar/microservices-test/monitoring', 'nodeexporter', '1.27.0', 'The Prometheus Authors <prometheus-developers@googlegroups.com>', '', '', '', 'monitoring', '', '', '', '', '', '', '', '/docker/2575d47e657f82abf3151a1090d2fc9e00015149398c4d4d47eb6a1a729b3577', 'prom/node-exporter:v1.0.1', 'cadvisor:8080', 'cadvisor', 'nodeexporter']"
container_last_seen,1600250194.058,1600250194,"['2953323d0747c83d80dad5a370b9ad5db1d06f62dda0294c5ae398e91e0eb902', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'user-db', '1.27.0', '', '', '', '', '', '', '', '', '', '', '', '', '/docker/77f2f3a8aec234fec35d8fb60d84eaf36d3da0a5bcf764579446924601ad65a6', 'microservices_user-db', 'cadvisor:8080', 'cadvisor', 'microservices_user-db_1']"
container_last_seen,1600250194.088,1600250194,"['523aa8c8c36030728f228edf9976926a5e5c4cd6b7cbcbc3a09b5a341bed48af', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'orders', '1.27.0', '', '', '', '', '', '', '', '', '', '', '', '', '/docker/9d7e0eafb26b1ad3d793b39cdef386dc5c9c3cfd37717b629b9adde3a1dff5e0', 'microservices_orders', 'cadvisor:8080', 'cadvisor', 'microservices_orders_1']"
container_last_seen,1600250194.062,1600250194,"['61038145ca071d78f1e3537e5001d79de806a961a8bbcf0c52f042aaee2a5a33', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'edge-router', '1.27.0', '', '', 'A modern reverse-proxy', '1.0', '', 'Traefik', '', 'https://traefik.io', '', '', 'Containous', 'v1.1.2', '/docker/eaab105eb2394574bfea07feb923acd3de83745b9a69fbe02bee11368063aeca', 'microservices_edge-router', 'cadvisor:8080', 'cadvisor', 'microservices_edge-router_1']"
container_last_seen,1600250194.097,1600250194,"['94a9bd4b3da5bd31b17dae25eed56cd89bea256b2d281ad549b9e146e5270eb9', '1', 'False', 'monitoring', 'monitoring/docker-compose.yml', '/home/petar/microservices-test/monitoring', 'grafana', '1.27.0', '', '', '', '', 'monitoring', '', '', '', '', '', '', '', '/docker/417e24bca0d7e615838153059c7ae5e23d01408ee816162fbccaf72274acef2f', 'grafana/grafana:7.1.5', 'cadvisor:8080', 'cadvisor', 'grafana']"
container_last_seen,1600250194.073,1600250194,"['970f077016890303e391cdab6ef18d09b176b0c5574699adae02a24cfce87437', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'rabbitmq', '1.27.0', '', '', '', '', '', '', '', '', '', '', '', '', '/docker/6164427ff757a17e8bbe6f9083f866ef4eedc6501dabb97f997623af39c4b2cd', 'microservices_rabbitmq', 'cadvisor:8080', 'cadvisor', 'microservices_rabbitmq_1']"
container_last_seen,1600250194.1,1600250194,"['9746c9e998792a22c061e2ab4cabbc7efe8cd38a4e8b1b65c1b57c219a9b698d', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'shipping', '1.27.0', '', '2017-03-16T14:50:24+0000', 'REST API for Shipping service', '', '', 'Socks Shop: Shipping', '1.0', 'https://github.com/microservices-demo/shipping', 'c3bc9015fdbfce1265370502c4fd19b45120550e', 'github.com:microservices-demo/shipping.git', 'Weaveworks', '0.0.2-SNAPSHOT', '/docker/2edeebfcf8ff17e11b042bf189e9d927eaf8f00f9de0f4fa86c68f983618715f', 'microservices_shipping', 'cadvisor:8080', 'cadvisor', 'microservices_shipping_1']"
container_last_seen,1600250194.012,1600250194,"['b7c229275bb08ef6821c6bb691ba40dc63ba8f4df1fda787fc38ffb676aa7c40', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'carts-db', '1.27.0', '', '', '', '', '', '', '', '', '', '', '', '', '/docker/e289cbd8cc3f12963e2fa531fac2802b74dbfa1818824295689e54914e2ae62d', 'microservices_carts-db', 'cadvisor:8080', 'cadvisor', 'microservices_carts-db_1']"
container_last_seen,1600250194.042,1600250194,"['c14c23a5bb1aafb5473d6e333cab2fcfc4c4bb24a5cbf0ce5b720a808e98562a', '1', 'False', 'microservices', 'microservices/docker-compose.yml,microservices/docker-compose.logging.yml', '/home/petar/microservices-test/microservices', 'catalogue-db', '1.27.0', '', '', '', '', '', '', '', '', '', '', '', '', '/docker/0c803e65b01665641d8747f4fea33e344890d769fca2fbf920a507f0d0917ee9', 'microservices_catalogue-db', 'cadvisor:8080', 'cadvisor', 'microservices_catalogue-db_1']"
