_id,_index,_score,_type,source,@timestamp,container_id,log,container_nameAXS_WnanSR_NZjvUbQAe,logstash-
AXS_WnanSR_NZjvUbQAM,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:28+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,Received login request,/microservices_front-end
AXS_WnanSR_NZjvUbQAN,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:28+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,[0mGET /catalogue [32m200 [0m417.568 ms - -[0m,/microservices_front-end
AXS_WnanSR_NZjvUbQAV,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:28+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,[0mGET /catalogue [32m200 [0m395.251 ms - -[0m,/microservices_front-end
AXS_WnanSR_NZjvUbQAX,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:28+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,Received login request,/microservices_front-end
AXS_WnanSR_NZjvUbQAe,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:29+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,,/microservices_front-end
AXS_WnanSR_NZjvUbQAg,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:29+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,Merging carts for customer id: 57a98d98e4b00679b4a830b2 and session id: xICW3TQ_WQhjxbGMWDJsVU2eiZl5hoTU,/microservices_front-end
AXS_WnanSR_NZjvUbQAh,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:29+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,[0mGET /catalogue [32m200 [0m438.304 ms - -[0m,/microservices_front-end
AXS_WnanSR_NZjvUbQAk,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:29+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,57a98d98e4b00679b4a830b2,/microservices_front-end
AXS_WnanSR_NZjvUbQAq,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:29+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,"{""user"":{""firstName"":""User"",""lastName"":""Name"",""username"":""user"",""id"":""57a98d98e4b00679b4a830b2"",""_links"":{""addresses"":{""href"":""http://user/customers/57a98d98e4b00679b4a830b2/addresses""},""cards"":{""href"":""http://user/customers/57a98d98e4b00679b4a830b2/cards""},""customer"":{""href"":""http://user/customers/57a98d98e4b00679b4a830b2""},""self"":{""href"":""http://user/customers/57a98d98e4b00679b4a830b2""}}}}",/microservices_front-end
AXS_WocmSR_NZjvUbQA4,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:29+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,Carts merged.,/microservices_front-end
AXS_WocmSR_NZjvUbQA_,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:29+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,[0mGET /login [32m200 [0m1199.971 ms - 13[0m,/microservices_front-end
AXS_WocmSR_NZjvUbQBD,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:30+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,Merging carts for customer id: 57a98d98e4b00679b4a830b2 and session id: 8UGvja6e8LA2c9qC_yayGmOy5GzMl8vu,/microservices_front-end
AXS_WocmSR_NZjvUbQBE,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:30+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,Carts merged.,/microservices_front-end
AXS_WocmSR_NZjvUbQBK,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:30+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,Merging carts for customer id: 57a98d98e4b00679b4a830b2 and session id: fX3kgWMycqfKLN-8WAKwY-G9ONvlmTav,/microservices_front-end
AXS_WocmSR_NZjvUbQBN,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:30+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,57a98d98e4b00679b4a830b2,/microservices_front-end
AXS_WocmSR_NZjvUbQBX,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:31+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,[0mGET /login [32m200 [0m1200.108 ms - 13[0m,/microservices_front-end
AXS_WlyxSR_NZjvUbP_K,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:18+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,,/microservices_front-end
AXS_WlyxSR_NZjvUbP_O,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:18+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,"{""user"":{""firstName"":""User"",""lastName"":""Name"",""username"":""user"",""id"":""57a98d98e4b00679b4a830b2"",""_links"":{""addresses"":{""href"":""http://user/customers/57a98d98e4b00679b4a830b2/addresses""},""cards"":{""href"":""http://user/customers/57a98d98e4b00679b4a830b2/cards""},""customer"":{""href"":""http://user/customers/57a98d98e4b00679b4a830b2""},""self"":{""href"":""http://user/customers/57a98d98e4b00679b4a830b2""}}}}",/microservices_front-end
AXS_WlyxSR_NZjvUbP_T,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:19+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,Carts merged.,/microservices_front-end
AXS_WlyxSR_NZjvUbP_Y,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:19+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,Carts merged.,/microservices_front-end
AXS_WlyxSR_NZjvUbP_l,logstash-2020.09.24,1.0,fluentd,stdout,2020-09-24T09:03:19+00:00,9c323e790f320cb69faaab45cb10e7f18cb38c105694a9c6c4d74487d35cbfd4,57a98d98e4b00679b4a830b2,/microservices_front-end
